renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
I hate that my brother thinks that my depression and anxiety is something funny to joke about,hate brother thinks depression anxiety something funny joke,negative,0.585824132,sadness,0.733730316,irony,0.938676119,
I kept a smile on my face all day while I was with my parents. Now I’m home crying my eyes out. I hate that I hide my depression from them but I want them to be happy and not worry about me #depression,kept smile face day parents home crying eyes hate hide depression want happy worry #depression,neutral,0.410252929,sadness,0.983865261,irony,0.601569355,
My anxiety and depression gets the best of me sometimes. I just assume that if you don’t talk to or acknowledge me then I just assume that you hate me.  🙃,anxiety depression gets best sometimes assume dont talk acknowledge assume hate,negative,0.588049293,sadness,0.958307743,non_irony,0.696640015,
"Depression is weird. I fucking hate it, as low as it gets me, I try my hardest to never let it win.",depression weird fucking hate low gets try hardest never let win,negative,0.962346137,sadness,0.941630304,non_irony,0.823490322,
kinda hate that my only (temporary) escape from my winter depression is alcohol,kinda hate temporary escape winter depression alcohol,negative,0.906253159,sadness,0.923282385,non_irony,0.659227192,
"I hate my depression so fuckin bad, I got no one and everyone at the same time",hate depression fuckin bad got one everyone time,negative,0.97286737,sadness,0.80182606,non_irony,0.701237679,
Okay but I really hate going on vacation and realizing my depression didn’t stay at home 🤦🏻‍♀️,okay really hate going vacation realizing depression didnt stay home,negative,0.916671276,sadness,0.949996531,irony,0.664960861,
"I’m not perfect, I’m far from it. My PTSD and Depression are no joke. One day I will snap, I will attempt and I will succeed. Understand, I hate me and I believe you all hate me too. Don’t take it personal but if I had to chose to live or to die, I’d choose death. I’m sorry.",perfect far ptsd depression joke one day snap attempt succeed understand hate believe hate dont take personal chose live die choose death sorry,negative,0.769101381,sadness,0.909430385,non_irony,0.513328791,
i also hate myself for falling into a sort of weird consumer/parasocial trap but I give myself a slight pass because of my depression,also hate falling sort weird consumer parasocial trap give slight pass depression,negative,0.85439676,sadness,0.962102234,irony,0.512247205,
"@LeftAtLondon The fact that I hate Christmas time makes me ungrateful. No, my depression and anxiety make spending periods of time around my family’s house and standards unbearable. I’ll offer to do any errands I can to get out of the house and, away from the stress of being around my parents.",fact hate christmas time makes ungrateful depression anxiety make spending periods time around familys house standards unbearable ill offer errands get house away stress around parents,negative,0.969958901,sadness,0.710580766,non_irony,0.67245543,
"i hate this mood, my total depression state where i don't want to do anything and just sleep. its usually a mix of boredom, worry, or something else. i hate getting this mood",hate mood total depression state want anything sleep usually mix boredom worry something else hate getting mood,negative,0.949187398,sadness,0.968888998,non_irony,0.901367664,
@iamblackbear All i got was a worse mental state and increased depression after seeing all the photos of happy families with all their gifts and beautiful trees. While my family is broken and most of us hate each other.,got worse mental state increased depression seeing photos happy families gifts beautiful trees family broken hate,negative,0.802612245,sadness,0.974798381,irony,0.567229211,
Why when I get home to an empty flat I suddenly feel miserable as f 😢. I hate my head. #LonelyChristmas #depression,get home empty flat suddenly feel miserable hate head #lonelychristmas #depression,negative,0.959393144,sadness,0.982191563,non_irony,0.80853188,
Really hate going through depression man and nobody understands how I feel. And trying to always keep a smile on my face is tiring,really hate going depression man nobody understands feel trying always keep smile face tiring,negative,0.965322196,sadness,0.932013392,non_irony,0.806640565,
"Seasonal depression has to be real bc i get sad AF that i can’t go outside and meditate during the winter, I feel disconnected from Mother Nature and I absolutely HATE being cold. Plus my city likes to have winter 9/12 months",seasonal depression real get sad cant outside meditate winter feel disconnected mother nature absolutely hate cold plus city likes winter months,negative,0.953418255,sadness,0.976627052,non_irony,0.807639122,
didn’t know dear evan hansen was getting hate bc of how they portray mental illness and a big fuck you to anyone who hates it bc of that bc that musical (you will be found in particular) was all that got me thru my deepest depression ever and i know it’s helped others too,didnt know dear evan hansen getting hate portray mental illness big fuck anyone hates musical found particular got thru deepest depression ever know helped others,negative,0.772882521,sadness,0.953775644,non_irony,0.626633048,
Depression n anxiety and crying myself to sleep bc i fear i have damaged a friendship i care deeply about. Hate myself and my brain. Goodnight. https://t.co/ehNv8Tavkw,depression anxiety crying sleep fear damaged friendship care deeply hate brain goodnight,negative,0.96124655,sadness,0.979467511,non_irony,0.760390341,
"*me beating my depression with a stick*: BACK IT'S CHRISTMAS! STOP THE SAD
*My depression smacking me with my new keyboard*: Hey remember all that repressed childhood trauma you have? Also, your friends hate you
*Me, stuffing my face with chocolate while crying*: go on.",beating depression stick back christmas stop sad depression smacking new keyboard hey remember repressed childhood trauma also friends hate stuffing face chocolate crying,negative,0.939508021,sadness,0.970804691,irony,0.771906376,
I sometimes hate how much isolation has become a norm for me. I have zero motivation to get dressed and go to my cousin’s house for Christmas dinner. But at the same time I know I’ll be fine once I get there. Whew chile depression is something else 🤦🏽‍♀️,sometimes hate much isolation become norm zero motivation get dressed cousins house christmas dinner time know ill fine get whew chile depression something else,negative,0.719707608,sadness,0.972711265,non_irony,0.9065907,
